# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Sun Jul  3 13:53:27 CEST 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system:  2MASS + Spitzer (IRAC+MIPS) + WISE
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Jmag    Hmag    Ksmag   IRAC_3.6mag  IRAC_4.5mag  IRAC_5.8mag  IRAC_8.0mag  MIPS_24mag  MIPS_70mag  MIPS_160mag  W1mag   W2mag   W3mag   W4mag
0.0152 0.01508 9.00000 2.3081772327 2.5796585083    2.299  3.261  3.5693  0.768    7  0.000  0.365    43.36    26.30    17.82    13.56    11.10  3 -1.02e-08      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.382 -5.119 -5.922 -6.180 -6.292 -6.137 -6.235 -6.313 -6.499 -11.001 -14.434 -6.272 -6.130 -6.350 -6.449
0.0152 0.01508 9.00000 2.3081805706 2.5796585083    2.299  3.268  3.5686  0.758    7  0.000  0.365    44.20    26.76    18.12    13.79    11.29  3 -1.05e-08      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.399 -5.138 -5.943 -6.202 -6.314 -6.159 -6.258 -6.335 -6.523 -11.024 -14.457 -6.295 -6.152 -6.372 -6.473
0.0152 0.01508 9.00000 2.3081839085 2.5796587467    2.299  3.279  3.5674  0.742    7  0.000  0.365    45.61    27.54    18.63    14.18    11.61  3 -1.11e-08      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.427 -5.170 -5.977 -6.238 -6.351 -6.195 -6.295 -6.373 -6.561 -11.063 -14.496 -6.331 -6.188 -6.410 -6.511
0.0152 0.01508 9.00000 2.3081891537 2.5796587467    2.299  3.295  3.5658  0.720    7  0.000  0.365    47.67    28.68    19.36    14.75    12.08  3 -1.19e-08      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.467 -5.214 -6.025 -6.289 -6.403 -6.246 -6.348 -6.425 -6.615 -11.117 -14.550 -6.382 -6.239 -6.463 -6.565
0.0152 0.01508 9.00000 2.3081951141 2.5796589851    2.299  3.308  3.5644  0.702    7  0.000  0.365    49.41    29.65    19.98    15.23    12.47  3 -1.26e-08      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.499 -5.250 -6.064 -6.330 -6.445 -6.287 -6.391 -6.468 -6.659 -11.161 -14.594 -6.424 -6.281 -6.506 -6.609
0.0152 0.01508 9.00000 2.3082034588 2.5796592236    2.299  3.320  3.5631  0.685    7  0.000  0.365    51.10    30.57    20.58    15.69    12.85  3 -1.32e-08      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.529 -5.284 -6.100 -6.368 -6.485 -6.326 -6.430 -6.507 -6.700 -11.202 -14.635 -6.463 -6.319 -6.546 -6.650
0.0152 0.01508 9.00000 2.3082194328 2.5796597004    2.299  3.201  3.5750  0.851    7  0.000  0.365    36.81    22.63    15.44    11.72     9.59  4 -7.81e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.232 -4.953 -5.743 -5.991 -6.099 -5.949 -6.039 -6.118 -6.299 -10.800 -14.233 -6.081 -5.941 -6.153 -6.249
0.0152 0.01508 9.00000 2.3082206249 2.5796597004    2.299  3.239  3.5713  0.797    7  0.000  0.365    40.91    24.93    16.94    12.88    10.54  3 -9.29e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.329 -5.060 -5.859 -6.113 -6.223 -6.070 -6.165 -6.244 -6.428 -10.930 -14.363 -6.204 -6.063 -6.280 -6.378
0.0152 0.01508 9.00000 2.3082208633 2.5796597004    2.299  3.240  3.5712  0.796    7  0.000  0.365    41.02    24.99    16.97    12.90    10.56  3 -9.34e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.331 -5.062 -5.862 -6.116 -6.226 -6.073 -6.168 -6.246 -6.431 -10.933 -14.366 -6.207 -6.066 -6.283 -6.381
0.0152 0.01508 9.00000 2.3082211018 2.5796597004    2.299  3.241  3.5712  0.795    7  0.000  0.365    41.08    25.03    17.00    12.92    10.58  3 -9.36e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.332 -5.064 -5.863 -6.118 -6.228 -6.075 -6.170 -6.248 -6.433 -10.935 -14.368 -6.209 -6.068 -6.285 -6.383
0.0152 0.01508 9.00000 2.3082215786 2.5796597004    2.299  3.242  3.5711  0.794    7  0.000  0.365    41.16    25.07    17.03    12.94    10.59  3  -9.4e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.334 -5.066 -5.865 -6.120 -6.230 -6.077 -6.173 -6.251 -6.435 -10.937 -14.370 -6.211 -6.070 -6.287 -6.386
0.0152 0.01508 9.00000 2.3082218170 2.5796597004    2.299  3.236  3.5717  0.802    7  0.000  0.365    40.50    24.70    16.79    12.76    10.44  3 -9.15e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.319 -5.049 -5.848 -6.101 -6.211 -6.059 -6.153 -6.232 -6.416 -10.917 -14.350 -6.192 -6.051 -6.268 -6.366
0.0152 0.01508 9.00000 2.3082220554 2.5796597004    2.299  3.231  3.5721  0.809    7  0.000  0.365    40.02    24.43    16.61    12.63    10.33  3 -8.96e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.308 -5.037 -5.835 -6.088 -6.197 -6.045 -6.139 -6.217 -6.401 -10.903 -14.336 -6.178 -6.037 -6.253 -6.351
0.0152 0.01508 9.00000 2.3082222939 2.5796597004    2.299  3.227  3.5725  0.815    7  0.000  0.365    39.55    24.16    16.44    12.49    10.22  3 -8.77e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.298 -5.025 -5.822 -6.074 -6.183 -6.031 -6.125 -6.203 -6.386 -10.888 -14.321 -6.164 -6.024 -6.239 -6.337
0.0152 0.01508 9.00000 2.3082225323 2.5796597004    2.299  3.218  3.5734  0.827    7  0.000  0.365    38.62    23.64    16.10    12.23    10.01  4 -8.42e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.276 -5.001 -5.796 -6.047 -6.155 -6.004 -6.097 -6.175 -6.357 -10.859 -14.292 -6.137 -5.996 -6.211 -6.308
0.0152 0.01508 9.00000 2.3082227707 2.5796597004    2.299  3.218  3.5734  0.827    7  0.000  0.365    38.57    23.62    16.08    12.22    10.00  4  -8.4e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.275 -5.000 -5.794 -6.045 -6.154 -6.002 -6.095 -6.173 -6.356 -10.858 -14.290 -6.135 -5.995 -6.209 -6.306
0.0152 0.01508 9.00000 2.3082230091 2.5796599388    2.299  3.217  3.5735  0.828    7  0.000  0.365    38.49    23.57    16.05    12.19     9.98  4 -8.38e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.273 -4.998 -5.792 -6.043 -6.151 -6.000 -6.093 -6.171 -6.353 -10.855 -14.288 -6.133 -5.992 -6.207 -6.303
0.0152 0.01508 9.00000 2.3082232475 2.5796599388    2.299  3.217  3.5736  0.829    7  0.000  0.365    38.45    23.55    16.04    12.18     9.97  4 -8.37e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.272 -4.997 -5.791 -6.042 -6.150 -5.999 -6.091 -6.170 -6.352 -10.854 -14.287 -6.132 -5.991 -6.205 -6.302
0.0152 0.01508 9.00000 2.3082234859 2.5796599388    2.299  3.216  3.5736  0.830    7  0.000  0.365    38.40    23.52    16.02    12.17     9.96  4 -8.36e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.271 -4.996 -5.790 -6.040 -6.148 -5.998 -6.090 -6.168 -6.350 -10.852 -14.285 -6.130 -5.990 -6.204 -6.301
0.0152 0.01508 9.00000 2.3082242012 2.5796599388    2.299  3.215  3.5737  0.831    7  0.000  0.365    38.27    23.45    15.97    12.13     9.93  4 -8.32e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.268 -4.992 -5.786 -6.036 -6.144 -5.993 -6.086 -6.164 -6.346 -10.848 -14.281 -6.126 -5.986 -6.200 -6.296
0.0152 0.01508 9.00000 2.3082244396 2.5796599388    2.299  3.214  3.5738  0.833    7  0.000  0.365    38.17    23.39    15.94    12.10     9.91  4 -8.29e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.265 -4.990 -5.783 -6.033 -6.141 -5.991 -6.083 -6.161 -6.343 -10.845 -14.278 -6.123 -5.983 -6.197 -6.293
0.0152 0.01508 9.00000 2.3082246780 2.5796599388    2.299  3.214  3.5739  0.833    7  0.000  0.365    38.11    23.36    15.92    12.09     9.89  4 -8.28e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.264 -4.988 -5.782 -6.031 -6.140 -5.989 -6.081 -6.159 -6.341 -10.843 -14.276 -6.121 -5.981 -6.195 -6.291
0.0152 0.01508 9.00000 2.3082251549 2.5796599388    2.299  3.213  3.5740  0.835    7  0.000  0.365    38.02    23.31    15.88    12.06     9.87  4 -8.25e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.262 -4.986 -5.779 -6.029 -6.137 -5.986 -6.078 -6.157 -6.338 -10.840 -14.273 -6.119 -5.978 -6.192 -6.289
0.0152 0.01508 9.00000 2.3082258701 2.5796599388    2.299  3.212  3.5741  0.836    7  0.000  0.365    37.89    23.23    15.84    12.02     9.84  4 -8.21e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.259 -4.982 -5.775 -6.025 -6.133 -5.982 -6.074 -6.152 -6.334 -10.836 -14.269 -6.115 -5.974 -6.188 -6.284
0.0152 0.01508 9.00000 2.3082313538 2.5796601772    2.299  3.228  3.5725  0.813    7  0.000  0.365    39.64    24.22    16.47    12.52    10.24  3 -8.83e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.300 -5.028 -5.824 -6.077 -6.186 -6.034 -6.128 -6.206 -6.389 -10.891 -14.324 -6.167 -6.026 -6.242 -6.340
0.0152 0.01508 9.00000 2.3082356453 2.5796601772    2.299  3.255  3.5698  0.775    7  0.000  0.365    42.73    25.94    17.59    13.38    10.95  3 -9.94e-09      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.368 -5.103 -5.906 -6.163 -6.274 -6.120 -6.217 -6.295 -6.481 -10.983 -14.416 -6.255 -6.113 -6.332 -6.431
0.0152 0.01508 9.00000 2.3082394600 2.5796604156    2.298  3.284  3.5667  0.734    7  0.000  0.365    46.33    27.94    18.89    14.38    11.77  3 -1.13e-08      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.440 -5.184 -5.993 -6.256 -6.369 -6.213 -6.313 -6.391 -6.580 -11.082 -14.514 -6.349 -6.206 -6.428 -6.530
0.0152 0.01508 9.00000 2.3082437515 2.5796604156    2.298  3.312  3.5637  0.694    7  0.538  0.365    50.17    30.06    20.25    15.44    12.64  3 -1.28e-08      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.511 -5.264 -6.080 -6.347 -6.462 -6.304 -6.408 -6.485 -6.677 -11.179 -14.612 -6.441 -6.298 -6.524 -6.627
0.0152 0.01508 9.00000 2.3082487583 2.5796606541    2.298  3.343  3.5605  0.651    7  0.538  0.365    54.61    32.49    21.81    16.65    13.63  3 -1.46e-08      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.586 -5.349 -6.171 -6.444 -6.562 -6.401 -6.509 -6.585 -6.781 -11.283 -14.715 -6.540 -6.395 -6.625 -6.731
0.0152 0.01508 9.00000 2.3082549572 2.5796608925    2.298  3.373  3.5572  0.607    7  0.538  0.365    59.57    35.20    23.54    17.99    14.73  3 -1.67e-08      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.664 -5.436 -6.265 -6.543 -6.664 -6.501 -6.612 -6.689 -6.887 -11.389 -14.822 -6.641 -6.495 -6.729 -6.837
0.0152 0.01508 9.00000 2.3082623482 2.5796611309    2.298  3.401  3.5542  0.567    7  0.537  0.365    64.37    37.79    25.20    19.27    15.79  3 -1.88e-08      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.732 -5.513 -6.348 -6.631 -6.754 -6.589 -6.704 -6.780 -6.982 -11.484 -14.917 -6.730 -6.583 -6.822 -6.932
0.0152 0.01508 9.00000 2.3082733154 2.5796613693    2.298  3.430  3.5508  0.524    7  0.528  0.365    70.09    40.86    27.15    20.79    17.03  3 -2.14e-08      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.806 -5.597 -6.439 -6.728 -6.854 -6.686 -6.805 -6.881 -7.086 -11.588 -15.021 -6.829 -6.681 -6.923 -7.036
0.0152 0.01508 9.00000 2.3082773685 2.5796613693    2.298  3.437  3.5501  0.515    7  0.528  0.365    71.35    41.53    27.57    21.12    17.31  3 -2.18e-08      0.00 6.770e-01 3.074e-01 1.682e-03 2.415e-03 6.137e-03 -1.000 1.561e-02 -3.822 -5.615 -6.458 -6.749 -6.874 -6.706 -6.827 -6.902 -7.108 -11.610 -15.043 -6.849 -6.701 -6.945 -7.058
0.0152 0.01508 9.00000 2.3082780838 2.5796616077    2.297  3.437  3.5501  0.515    8  0.528  0.385    71.35    41.53    27.58    21.12    17.31  3  -2.2e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -3.822 -5.615 -6.458 -6.749 -6.874 -6.706 -6.827 -6.902 -7.108 -11.610 -15.043 -6.849 -6.701 -6.945 -7.058
0.0152 0.01508 9.00000 2.3082790375 2.5796616077    2.297  3.183  3.5747  0.867    8  0.528  0.386    35.64    21.97    15.01    11.39     9.32  4 -7.27e-09      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -3.187 -4.908 -5.701 -5.948 -6.055 -5.906 -5.997 -6.075 -6.256 -10.757 -14.190 -6.037 -5.898 -6.110 -6.206
0.0152 0.01508 9.00000 2.3082795143 2.5796616077    2.297  3.154  3.5776  0.907    8  0.528  0.386    32.93    20.43    14.00    10.61     8.68  4 -6.41e-09      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -3.116 -4.829 -5.615 -5.858 -5.963 -5.815 -5.903 -5.981 -6.159 -10.661 -14.094 -5.945 -5.807 -6.016 -6.110
0.0152 0.01508 9.00000 2.3082814217 2.5796616077    2.297  2.936  3.5999  1.214    8  0.528  0.386    17.99    11.73     8.25     6.20     5.06  4 -2.39e-09      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -2.571 -4.232 -4.958 -5.165 -5.256 -5.125 -5.190 -5.274 -5.429 -9.931 -13.364 -5.243 -5.115 -5.303 -5.380
0.0152 0.01508 9.00000 2.3082847595 2.5796616077    2.296  2.897  3.6038  1.270    8  0.528  0.386    16.13    10.61     7.49     5.62     4.59  4 -1.99e-09      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -2.471 -4.124 -4.839 -5.039 -5.128 -5.000 -5.062 -5.147 -5.298 -9.800 -13.233 -5.116 -4.990 -5.176 -5.249
0.0152 0.01508 9.00000 2.3082892895 2.5796618462    2.296  2.967  3.5965  1.170    8  0.528  0.386    19.61    12.70     8.89     6.69     5.47  4 -2.75e-09      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -2.647 -4.316 -5.051 -5.263 -5.356 -5.223 -5.291 -5.374 -5.533 -10.035 -13.467 -5.343 -5.213 -5.404 -5.484
0.0152 0.01508 9.00000 2.3082952499 2.5796620846    2.296  3.120  3.5807  0.954    8  0.528  0.386    30.06    18.79    12.93     9.79     8.01  4  -5.5e-09      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -3.031 -4.736 -5.514 -5.752 -5.855 -5.709 -5.794 -5.873 -6.047 -10.549 -13.982 -5.838 -5.701 -5.906 -5.998
0.0152 0.01508 9.00000 2.3083026409 2.5796623230    2.296  3.275  3.5647  0.735    8  0.529  0.386    46.26    27.91    18.86    14.36    11.76  3 -1.09e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -3.417 -5.167 -5.982 -6.246 -6.360 -6.203 -6.306 -6.382 -6.573 -11.075 -14.508 -6.339 -6.197 -6.420 -6.524
0.0152 0.01508 9.00000 2.3083114624 2.5796625614    2.296  3.384  3.5533  0.579    8  0.529  0.386    62.82    36.96    24.67    18.86    15.45  3 -1.76e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -3.691 -5.475 -6.312 -6.597 -6.720 -6.554 -6.671 -6.746 -6.949 -11.450 -14.883 -6.696 -6.549 -6.787 -6.899
0.0152 0.01508 9.00000 2.3083219528 2.5796627998    2.296  3.444  3.5470  0.495    8  0.529  0.386    74.18    43.04    28.53    21.86    17.92  3 -2.26e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -3.839 -5.642 -6.491 -6.787 -6.915 -6.745 -6.869 -6.943 -7.152 -11.654 -15.087 -6.888 -6.740 -6.987 -7.102
0.0152 0.01508 9.00000 2.3083343506 2.5796632767    2.295  3.469  3.5440  0.458    8  0.529  0.386    79.86    46.05    30.43    23.35    19.14  3 -2.52e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -3.903 -5.716 -6.569 -6.871 -7.001 -6.830 -6.957 -7.032 -7.244 -11.745 -15.178 -6.973 -6.826 -7.076 -7.194
0.0152 0.01508 9.00000 2.3083481789 2.5796637535    2.295  3.482  3.5423  0.438    8  0.530  0.386    82.95    47.69    31.46    24.15    19.80  3 -2.66e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -3.934 -5.753 -6.609 -6.913 -7.045 -6.874 -7.003 -7.077 -7.290 -11.792 -15.225 -7.017 -6.870 -7.122 -7.240
0.0152 0.01508 9.00000 2.3083484173 2.5796637535    2.294  3.317  3.5590  0.670    8  0.530  0.386    52.54    31.37    21.09    16.09    13.17  3 -1.31e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -3.521 -5.288 -6.115 -6.388 -6.507 -6.346 -6.455 -6.531 -6.727 -11.229 -14.662 -6.484 -6.340 -6.570 -6.677
0.0152 0.01508 9.00000 2.3083496094 2.5796637535    2.294  3.206  3.5703  0.826    8  0.530  0.386    38.65    23.67    16.12    12.24    10.02  4 -8.06e-09      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -3.245 -4.978 -5.781 -6.036 -6.146 -5.993 -6.089 -6.166 -6.351 -10.853 -14.286 -6.127 -5.986 -6.203 -6.302
0.0152 0.01508 9.00000 2.3083519936 2.5796637535    2.294  2.989  3.5925  1.131    8  0.530  0.386    21.18    13.63     9.51     7.17     5.86  4 -3.05e-09      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -2.703 -4.381 -5.129 -5.346 -5.441 -5.306 -5.377 -5.459 -5.622 -10.124 -13.556 -5.427 -5.296 -5.490 -5.572
0.0152 0.01508 9.00000 2.3083558083 2.5796639919    2.294  2.949  3.5966  1.188    8  0.530  0.386    18.95    12.30     8.63     6.49     5.30  4 -2.54e-09      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -2.603 -4.271 -5.008 -5.219 -5.311 -5.179 -5.247 -5.329 -5.488 -9.990 -13.423 -5.298 -5.169 -5.359 -5.439
0.0152 0.01508 9.00000 2.3083610535 2.5796639919    2.294  3.019  3.5895  1.089    8  0.530  0.386    22.99    14.70    10.22     7.71     6.30  4  -3.5e-09      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -2.778 -4.462 -5.218 -5.441 -5.537 -5.400 -5.474 -5.555 -5.721 -10.222 -13.655 -5.523 -5.390 -5.587 -5.671
0.0152 0.01508 9.00000 2.3083677292 2.5796642303    2.294  3.171  3.5740  0.876    8  0.531  0.386    35.03    21.63    14.79    11.22     9.18  4 -6.91e-09      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -3.157 -4.880 -5.675 -5.923 -6.031 -5.881 -5.972 -6.050 -6.231 -10.733 -14.166 -6.012 -5.873 -6.085 -6.182
0.0152 0.01508 9.00000 2.3083763123 2.5796644688    2.294  3.324  3.5585  0.660    8  0.531  0.386    53.55    31.92    21.44    16.36    13.40  3 -1.35e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -3.540 -5.308 -6.136 -6.410 -6.529 -6.368 -6.478 -6.553 -6.751 -11.252 -14.685 -6.507 -6.362 -6.593 -6.701
0.0152 0.01508 9.00000 2.3083865643 2.5796647072    2.293  3.432  3.5474  0.508    8  0.531  0.386    72.35    42.07    27.91    21.39    17.52  3 -2.16e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -3.811 -5.613 -6.461 -6.756 -6.883 -6.714 -6.837 -6.912 -7.120 -11.622 -15.055 -6.857 -6.709 -6.955 -7.070
0.0152 0.01508 9.00000 2.3083987236 2.5796651840    2.293  3.491  3.5414  0.425    8  0.532  0.386    85.14    48.85    32.19    24.72    20.26  3 -2.78e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -3.958 -5.780 -6.637 -6.943 -7.076 -6.904 -7.034 -7.109 -7.323 -11.824 -15.257 -7.047 -6.900 -7.154 -7.273
0.0152 0.01508 9.00000 2.3084127903 2.5796656609    2.293  3.517  3.5389  0.389    8  0.532  0.386    91.46    52.16    34.28    26.34    21.60  2  -3.1e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -4.023 -5.853 -6.714 -7.025 -7.160 -6.988 -7.121 -7.195 -7.412 -11.913 -15.346 -7.131 -6.984 -7.242 -7.362
0.0152 0.01508 9.00000 2.3084287643 2.5796661377    2.293  3.530  3.5375  0.370    8  0.533  0.386    94.85    53.93    35.39    27.21    22.31  2 -3.28e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -4.056 -5.891 -6.753 -7.067 -7.203 -7.031 -7.164 -7.239 -7.457 -11.959 -15.391 -7.173 -7.027 -7.286 -7.407
0.0152 0.01508 9.00000 2.3084290028 2.5796661377    2.292  3.373  3.5535  0.591    8  0.533  0.386    61.40    36.19    24.17    18.48    15.14  3 -1.68e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -3.663 -5.446 -6.283 -6.567 -6.690 -6.524 -6.641 -6.716 -6.918 -11.420 -14.853 -6.666 -6.519 -6.757 -6.868
0.0152 0.01508 9.00000 2.3084304333 2.5796661377    2.292  3.263  3.5648  0.746    8  0.533  0.386    45.22    27.34    18.49    14.08    11.52  3 -1.04e-08      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -3.388 -5.137 -5.952 -6.216 -6.330 -6.173 -6.276 -6.352 -6.543 -11.045 -14.478 -6.310 -6.167 -6.390 -6.493
0.0152 0.01508 9.00000 2.3084328175 2.5796661377    2.292  3.048  3.5869  1.050    8  0.533  0.386    24.84    15.78    10.94     8.26     6.75  4 -3.99e-09      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -2.850 -4.540 -5.303 -5.529 -5.628 -5.488 -5.565 -5.645 -5.814 -10.316 -13.748 -5.613 -5.479 -5.678 -5.764
0.0152 0.01508 9.00000 2.3084366322 2.5796663761    2.292  3.006  3.5912  1.108    8  0.533  0.386    22.14    14.20     9.89     7.46     6.10  4 -3.31e-09      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -2.746 -4.427 -5.178 -5.398 -5.494 -5.357 -5.430 -5.511 -5.675 -10.177 -13.610 -5.479 -5.348 -5.542 -5.626
0.0152 0.01508 9.00000 2.3084421158 2.5796666145    2.292  3.075  3.5842  1.012    8  0.533  0.386    26.76    16.89    11.68     8.83     7.22  4 -4.51e-09      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -2.917 -4.613 -5.383 -5.615 -5.715 -5.572 -5.653 -5.732 -5.903 -10.405 -13.838 -5.699 -5.563 -5.765 -5.854
0.0152 0.01508 9.00000 2.3084492683 2.5796668530    2.291  3.223  3.5690  0.803    8  0.534  0.386    40.39    24.64    16.75    12.73    10.42  4 -8.71e-09      0.00 6.770e-01 3.077e-01 1.782e-03 2.417e-03 6.161e-03 -1.000 1.536e-02 -3.286 -5.023 -5.830 -6.086 -6.197 -6.043 -6.141 -6.218 -6.405 -10.907 -14.339 -6.178 -6.036 -6.255 -6.355
