# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Sun Jul  3 13:53:27 CEST 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system:  2MASS + Spitzer (IRAC+MIPS) + WISE
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Jmag    Hmag    Ksmag   IRAC_3.6mag  IRAC_4.5mag  IRAC_5.8mag  IRAC_8.0mag  MIPS_24mag  MIPS_70mag  MIPS_160mag  W1mag   W2mag   W3mag   W4mag
0.0152 0.01508 9.00000 2.3098032475 2.5797080994    1.765  3.956  3.4601 -0.479    8  0.641  0.773   420.86   234.26   143.04   113.47    93.20  1 -2.67e-06      0.07 6.714e-01 3.113e-01 3.572e-03 2.398e-03 6.162e-03 -1.000 1.725e-02 -5.121 -7.154 -8.110 -8.587 -8.849 -8.743 -8.922 -9.074 -10.289 -14.574 -18.089 -8.712 -8.731 -9.971 -10.267
0.0152 0.01508 9.00000 2.3098130226 2.5797083378    1.743  3.961  3.4584 -0.495    8  0.642  0.776   428.70   240.42   146.59   116.39    95.59  1 -2.91e-06      0.08 6.714e-01 3.113e-01 3.586e-03 2.398e-03 6.162e-03 -1.000 1.727e-02 -5.131 -7.162 -8.121 -8.603 -8.874 -8.774 -8.955 -9.116 -10.393 -14.669 -18.188 -8.733 -8.761 -10.065 -10.372
0.0152 0.01508 9.00000 2.3098132610 2.5797083378    1.742  4.023  3.4492 -0.595    8  0.642  0.837   493.62   287.80   174.05   138.57   113.85  1 -5.61e-06      0.18 6.705e-01 3.120e-01 3.867e-03 2.394e-03 6.161e-03 -1.000 1.756e-02 -5.287 -7.273 -8.267 -8.791 -9.141 -9.092 -9.291 -9.528 -11.198 -15.432 -18.977 -8.978 -9.069 -10.789 -11.180
0.0152 0.01508 9.00000 2.3098139763 2.5797083378    1.739  3.911  3.4656 -0.418    8  0.642  0.837   383.87   208.94   128.19   101.58    83.39  1 -1.75e-06      0.03 6.705e-01 3.120e-01 3.869e-03 2.394e-03 6.161e-03 -1.000 1.757e-02 -5.007 -7.051 -7.991 -8.448 -8.674 -8.543 -8.713 -8.825 -9.717 -14.061 -17.549 -8.550 -8.536 -9.443 -9.688
0.0152 0.01508 9.00000 2.3098154068 2.5797085762    1.734  3.748  3.4893 -0.161    8  0.642  0.838   254.83   131.28    82.24    64.73    53.08  1 -3.21e-07      0.00 6.705e-01 3.120e-01 3.872e-03 2.394e-03 6.160e-03 -1.000 1.757e-02 -4.600 -6.594 -7.507 -7.919 -8.096 -7.921 -8.090 -8.160 -8.485 -12.963 -16.401 -8.020 -7.921 -8.282 -8.437
0.0152 0.01508 9.00000 2.3098175526 2.5797085762    1.726  3.683  3.4985 -0.062    8  0.642  0.839   208.64   109.63    69.23    54.36    44.55  2 -1.66e-07      0.00 6.704e-01 3.120e-01 3.877e-03 2.394e-03 6.160e-03 -1.000 1.757e-02 -4.439 -6.404 -7.308 -7.703 -7.871 -7.693 -7.859 -7.928 -8.203 -12.695 -16.128 -7.809 -7.692 -8.007 -8.153
0.0152 0.01508 9.00000 2.3098204136 2.5797085762    1.715  3.731  3.4910 -0.143    8  0.642  0.841   244.95   126.58    79.41    62.49    51.24  1  -2.8e-07      0.00 6.704e-01 3.120e-01 3.884e-03 2.394e-03 6.160e-03 -1.000 1.758e-02 -4.558 -6.547 -7.459 -7.868 -8.043 -7.867 -8.035 -8.105 -8.416 -12.898 -16.335 -7.969 -7.866 -8.216 -8.368
0.0152 0.01508 9.00000 2.3098244667 2.5797088146    1.700  3.813  3.4787 -0.278    8  0.643  0.843   311.73   161.21   100.02    79.02    64.82  1 -6.77e-07      0.01 6.704e-01 3.120e-01 3.893e-03 2.394e-03 6.160e-03 -1.000 1.759e-02 -4.763 -6.787 -7.710 -8.140 -8.331 -8.168 -8.335 -8.410 -8.874 -13.315 -16.766 -8.233 -8.166 -8.653 -8.832
0.0152 0.01508 9.00000 2.3098294735 2.5797088146    1.682  3.887  3.4674 -0.402    8  0.643  0.845   370.49   201.15   123.53    97.95    80.39  1 -1.53e-06      0.03 6.704e-01 3.120e-01 3.905e-03 2.394e-03 6.160e-03 -1.000 1.760e-02 -4.948 -6.992 -7.929 -8.381 -8.600 -8.463 -8.631 -8.734 -9.538 -13.900 -17.381 -8.479 -8.457 -9.277 -9.508
0.0152 0.01508 9.00000 2.3098354340 2.5797090530    1.661  3.936  3.4599 -0.486    8  0.644  0.848   416.07   233.53   142.41   113.23    92.95  1 -2.64e-06      0.06 6.703e-01 3.121e-01 3.919e-03 2.394e-03 6.160e-03 -1.000 1.762e-02 -5.070 -7.111 -8.063 -8.537 -8.793 -8.683 -8.859 -9.001 -10.151 -14.446 -17.956 -8.656 -8.672 -9.843 -10.128
0.0152 0.01508 9.00000 2.3098423481 2.5797092915    1.635  3.960  3.4558 -0.533    8  0.645  0.852   442.59   253.12   153.75   122.45   100.53  1 -3.57e-06      0.10 6.703e-01 3.121e-01 3.937e-03 2.394e-03 6.160e-03 -1.000 1.764e-02 -5.130 -7.159 -8.123 -8.612 -8.897 -8.808 -8.991 -9.166 -10.527 -14.791 -18.315 -8.751 -8.793 -10.186 -10.507
0.0152 0.01508 9.00000 2.3098506927 2.5797095299    1.607  3.969  3.4538 -0.558    8  0.645  0.857   456.25   263.70   159.82   127.45   104.63  1 -4.18e-06      0.12 6.702e-01 3.121e-01 3.959e-03 2.393e-03 6.160e-03 -1.000 1.766e-02 -5.153 -7.170 -8.143 -8.643 -8.949 -8.874 -9.062 -9.258 -10.724 -14.977 -18.508 -8.798 -8.856 -10.362 -10.705
0.0152 0.01508 9.00000 2.3098599911 2.5797097683    1.575  3.974  3.4525 -0.576    8  0.646  0.862   465.32   271.08   164.01   130.94   107.49  1 -4.66e-06      0.14 6.701e-01 3.122e-01 3.984e-03 2.393e-03 6.160e-03 -1.000 1.769e-02 -5.164 -7.169 -8.149 -8.658 -8.980 -8.915 -9.108 -9.319 -10.856 -15.103 -18.639 -8.827 -8.895 -10.479 -10.838
0.0152 0.01508 9.00000 2.3098599911 2.5797097683    1.575  4.042  3.4432 -0.682    8  0.646  0.920   487.30    -1.00    -1.00    -1.00    -1.00  0 -9.47e-06      0.76 6.692e-01 3.128e-01 4.250e-03 2.390e-03 6.159e-03 -1.000 1.797e-02 -5.334 -6.917 -8.101 -8.821 -9.489 -9.589 -9.873 -10.305 -12.540 -16.786 -20.370 -9.305 -9.535 -11.857 -12.516
0.0152 0.01508 9.00000 2.3098604679 2.5797097683    1.574  3.930  3.4588 -0.508    8  0.646  0.920   421.33   239.41   145.66   116.08    95.26  1 -2.96e-06      0.15 6.692e-01 3.128e-01 4.250e-03 2.390e-03 6.159e-03 -1.000 1.797e-02 -5.055 -7.037 -8.018 -8.524 -8.846 -8.776 -8.979 -9.199 -10.778 -15.018 -18.557 -8.705 -8.755 -10.395 -10.760
0.0152 0.01508 9.00000 2.3098611832 2.5797097683    1.573  3.769  3.4818 -0.255    8  0.646  0.920   292.35   151.56    94.13    74.51    61.08  1  -5.5e-07      0.01 6.692e-01 3.128e-01 4.248e-03 2.390e-03 6.159e-03 -1.000 1.797e-02 -4.651 -6.665 -7.586 -8.013 -8.204 -8.040 -8.210 -8.291 -8.808 -13.233 -16.690 -8.113 -8.038 -8.582 -8.768
0.0152 0.01508 9.00000 2.3098621368 2.5797100067    1.571  3.703  3.4922 -0.148    8  0.646  0.919   243.24   124.88    78.23    61.76    50.60  1 -2.76e-07      0.00 6.692e-01 3.128e-01 4.246e-03 2.390e-03 6.159e-03 -1.000 1.797e-02 -4.487 -6.472 -7.381 -7.790 -7.966 -7.792 -7.961 -8.034 -8.383 -12.854 -16.296 -7.895 -7.791 -8.179 -8.337
0.0152 0.01508 9.00000 2.3098638058 2.5797100067    1.568  3.750  3.4873 -0.215    8  0.647  0.919   275.70   140.94    87.81    69.45    56.91  1  -4.5e-07      0.01 6.693e-01 3.128e-01 4.243e-03 2.390e-03 6.159e-03 -1.000 1.796e-02 -4.605 -6.603 -7.517 -7.936 -8.121 -7.952 -8.123 -8.203 -8.653 -13.096 -16.547 -8.041 -7.950 -8.436 -8.611
0.0152 0.01508 9.00000 2.3098657131 2.5797100067    1.565  3.829  3.4782 -0.332    8  0.647  0.918   326.30   174.08   107.43    85.23    69.88  1 -1.03e-06      0.03 6.693e-01 3.128e-01 4.239e-03 2.390e-03 6.159e-03 -1.000 1.796e-02 -4.804 -6.816 -7.744 -8.186 -8.400 -8.254 -8.433 -8.545 -9.375 -13.728 -17.214 -8.302 -8.249 -9.113 -9.346
0.0152 0.01508 9.00000 2.3098683357 2.5797100067    1.561  3.901  3.4705 -0.436    8  0.647  0.917   378.78   209.86   128.42   102.17    83.81  1 -2.17e-06      0.09 6.693e-01 3.128e-01 4.234e-03 2.390e-03 6.159e-03 -1.000 1.795e-02 -4.983 -6.975 -7.929 -8.406 -8.680 -8.577 -8.776 -8.962 -10.331 -14.591 -18.118 -8.565 -8.564 -9.994 -10.312
0.0152 0.01508 9.00000 2.3098711967 2.5797102451    1.556  3.948  3.4671 -0.497    8  0.647  0.915   413.61   234.37   142.69   113.73    93.32  1 -3.52e-06      0.22 6.693e-01 3.127e-01 4.228e-03 2.390e-03 6.159e-03 -1.000 1.795e-02 -5.100 -7.009 -8.007 -8.536 -8.911 -8.869 -9.105 -9.391 -11.196 -15.417 -18.971 -8.787 -8.842 -10.762 -11.179
0.0152 0.01508 9.00000 2.3098747730 2.5797102451    1.551  3.971  3.4685 -0.516    8  0.648  0.914   424.59   242.30   147.29   117.46    96.39  0 -4.42e-06      0.31 6.693e-01 3.127e-01 4.221e-03 2.390e-03 6.159e-03 -1.000 1.794e-02 -5.157 -7.005 -8.028 -8.585 -9.015 -9.003 -9.259 -9.588 -11.502 -15.723 -19.285 -8.894 -8.969 -11.025 -11.485
0.0152 0.01508 9.00000 2.3098788261 2.5797104836    1.544  3.979  3.4736 -0.506    8  0.648  0.912   417.83   237.65   144.58   115.29    94.59  0 -4.76e-06      0.33 6.694e-01 3.127e-01 4.212e-03 2.390e-03 6.159e-03 -1.000 1.793e-02 -5.179 -6.996 -8.022 -8.583 -9.030 -9.028 -9.297 -9.646 -11.602 -15.824 -19.388 -8.918 -8.992 -11.112 -11.585
0.0152 0.01508 9.00000 2.3098835945 2.5797104836    1.536  3.983  3.4817 -0.479    8  0.649  0.910   401.26   226.14   137.87   109.87    90.14  0 -4.82e-06      0.32 6.694e-01 3.127e-01 4.202e-03 2.391e-03 6.159e-03 -1.000 1.792e-02 -5.187 -6.986 -8.001 -8.554 -8.999 -9.001 -9.278 -9.642 -11.612 -15.834 -19.399 -8.904 -8.964 -11.120 -11.594
0.0152 0.01508 9.00000 2.3098835945 2.5797104836    1.536  4.054  3.4693 -0.600    8  0.649  0.968   478.02   281.28   169.81   135.77   111.44  0 -1.02e-05      0.00 6.685e-01 3.133e-01 4.471e-03 2.388e-03 6.158e-03 -1.000 1.821e-02 -5.364 -7.431 -8.352 -8.803 -9.015 -8.874 -9.038 -9.120 -9.438 -13.925 -17.358 -8.909 -8.874 -9.231 -9.390
0.0152 0.01508 9.00000 2.3098840714 2.5797104836    1.536  3.942  3.4892 -0.409    8  0.649  0.968   362.25   199.09   122.07    97.11    79.64  1 -3.13e-06      0.00 6.685e-01 3.133e-01 4.470e-03 2.388e-03 6.158e-03 -1.000 1.821e-02 -5.085 -7.091 -7.992 -8.415 -8.606 -8.445 -8.616 -8.703 -8.977 -13.473 -16.906 -8.537 -8.446 -8.783 -8.927
0.0152 0.01508 9.00000 2.3098847866 2.5797104836    1.535  3.782  3.5181 -0.133    8  0.649  0.968   235.12   120.90    75.81    59.87    49.04  1 -5.71e-07      0.00 6.685e-01 3.133e-01 4.468e-03 2.388e-03 6.158e-03 -1.000 1.820e-02 -4.685 -6.594 -7.465 -7.829 -7.992 -7.823 -7.975 -8.060 -8.294 -12.797 -16.230 -7.953 -7.822 -8.115 -8.243
0.0152 0.01508 9.00000 2.3098857403 2.5797107220    1.533  3.715  3.5309 -0.016    8  0.649  0.967   185.50    97.85    61.94    48.76    39.92  1 -2.83e-07      0.00 6.685e-01 3.133e-01 4.466e-03 2.388e-03 6.158e-03 -1.000 1.820e-02 -4.519 -6.384 -7.241 -7.579 -7.730 -7.560 -7.700 -7.784 -8.007 -12.510 -15.943 -7.698 -7.557 -7.834 -7.956
0.0152 0.01508 9.00000 2.3098871708 2.5797107220    1.531  3.762  3.5239 -0.092    8  0.649  0.966   216.07   112.09    70.53    55.64    45.56  1 -4.63e-07      0.00 6.685e-01 3.133e-01 4.462e-03 2.388e-03 6.158e-03 -1.000 1.820e-02 -4.635 -6.526 -7.389 -7.743 -7.900 -7.731 -7.878 -7.963 -8.192 -12.695 -16.128 -7.865 -7.730 -8.016 -8.141
0.0152 0.01508 9.00000 2.3098893166 2.5797107220    1.527  3.841  3.5114 -0.221    8  0.649  0.965   275.24   141.56    88.13    69.77    57.17  1 -1.06e-06      0.00 6.685e-01 3.133e-01 4.457e-03 2.388e-03 6.158e-03 -1.000 1.819e-02 -4.832 -6.765 -7.641 -8.022 -8.191 -8.025 -8.182 -8.269 -8.510 -13.013 -16.445 -8.148 -8.025 -8.328 -8.459
0.0152 0.01508 9.00000 2.3098917007 2.5797107220    1.524  3.911  3.5005 -0.337    8  0.649  0.964   325.09   174.26   107.47    85.35    69.97  1 -2.25e-06      0.00 6.686e-01 3.132e-01 4.452e-03 2.388e-03 6.158e-03 -1.000 1.819e-02 -5.008 -6.978 -7.865 -8.269 -8.450 -8.288 -8.452 -8.542 -8.797 -13.297 -16.730 -8.397 -8.290 -8.609 -8.746
0.0152 0.01508 9.00000 2.3098945618 2.5797109604    1.519  3.957  3.4943 -0.408    8  0.650  0.962   360.35   198.20   121.52    96.70    79.30  0 -3.65e-06      0.00 6.686e-01 3.132e-01 4.445e-03 2.388e-03 6.158e-03 -1.000 1.818e-02 -5.122 -7.113 -8.006 -8.422 -8.610 -8.452 -8.619 -8.710 -8.975 -13.473 -16.906 -8.549 -8.453 -8.784 -8.924
0.0152 0.01508 9.00000 2.3098981380 2.5797109604    1.513  3.979  3.4929 -0.438    8  0.650  0.961   375.62   208.83   127.73   101.73    83.43  0 -4.61e-06      0.00 6.686e-01 3.132e-01 4.436e-03 2.388e-03 6.158e-03 -1.000 1.817e-02 -5.177 -7.173 -8.067 -8.486 -8.675 -8.517 -8.686 -8.776 -9.043 -13.541 -16.974 -8.613 -8.519 -8.851 -8.993
0.0152 0.01508 9.00000 2.3099021912 2.5797111988    1.507  3.987  3.4945 -0.441    8  0.651  0.959   376.97   209.91   128.35   102.25    83.85  0 -5.02e-06      0.33 6.686e-01 3.132e-01 4.427e-03 2.388e-03 6.158e-03 -1.000 1.816e-02 -5.198 -6.961 -7.958 -8.496 -8.946 -8.968 -9.251 -9.643 -11.651 -15.877 -19.444 -8.873 -8.928 -11.151 -11.633
0.0152 0.01508 9.00000 2.3099067211 2.5797111988    1.500  3.990  3.4977 -0.433    8  0.651  0.956   372.12   206.74   126.48   100.75    82.62  0 -5.17e-06      0.33 6.687e-01 3.132e-01 4.416e-03 2.388e-03 6.158e-03 -1.000 1.815e-02 -5.205 -6.955 -7.949 -8.487 -8.943 -8.975 -9.257 -9.659 -11.684 -15.912 -19.480 -8.874 -8.933 -11.179 -11.666
0.0152 0.01508 9.00000 2.3099067211 2.5797111988    1.500  4.064  3.4831 -0.565    8  0.651  1.015   451.04   262.50   158.88   127.01   104.21  0 -1.14e-05      0.00 6.678e-01 3.138e-01 4.685e-03 2.385e-03 6.157e-03  6.923 1.844e-02 -5.389 -7.119 -8.171 -8.596 -8.812 -8.734 -8.861 -8.872 -9.312 -13.827 -17.259 -8.685 -8.720 -8.950 -9.236
0.0152 0.01508 9.00000 2.3099071980 2.5797111988    1.499  3.952  3.5048 -0.367    8  0.651  1.014   337.92   183.43   112.82    89.72    73.55  0 -3.46e-06      0.00 6.678e-01 3.138e-01 4.684e-03 2.385e-03 6.157e-03  6.917 1.844e-02 -5.111 -6.836 -7.824 -8.209 -8.487 -8.352 -8.445 -8.557 -8.851 -13.352 -16.785 -8.412 -8.332 -8.605 -8.796
0.0152 0.01508 9.00000 2.3099079132 2.5797111988    1.498  3.793  3.5359 -0.084    8  0.651  1.014   211.64   109.85    69.14    54.57    44.68  1 -6.32e-07      0.00 6.678e-01 3.138e-01 4.682e-03 2.385e-03 6.157e-03  6.905 1.843e-02 -4.712 -6.441 -7.315 -7.648 -7.919 -7.756 -7.827 -7.993 -8.173 -12.672 -16.105 -7.888 -7.736 -8.040 -8.125
0.0152 0.01508 9.00000 2.3099088669 2.5797114372    1.497  3.726  3.5485  0.033    8  0.651  1.013   166.92    88.91    56.50    44.45    36.38  1 -3.11e-07      0.00 6.678e-01 3.138e-01 4.679e-03 2.385e-03 6.157e-03  6.886 1.843e-02 -4.545 -6.274 -7.096 -7.413 -7.667 -7.505 -7.571 -7.742 -7.901 -12.401 -15.834 -7.642 -7.486 -7.784 -7.852
0.0152 0.01508 9.00000 2.3099102974 2.5797114372    1.494  3.772  3.5384 -0.054    8  0.651  1.012   199.29   104.10    65.68    51.80    42.41  1 -5.16e-07      0.00 6.678e-01 3.137e-01 4.675e-03 2.385e-03 6.157e-03  6.857 1.843e-02 -4.661 -6.391 -7.254 -7.583 -7.851 -7.688 -7.758 -7.925 -8.099 -12.599 -16.032 -7.822 -7.668 -7.971 -8.052
0.0152 0.01508 9.00000 2.3099122047 2.5797114372    1.491  3.850  3.5218 -0.199    8  0.652  1.011   264.09   135.24    84.32    66.77    54.69  0  -1.2e-06      0.00 6.678e-01 3.137e-01 4.670e-03 2.385e-03 6.157e-03  6.817 1.842e-02 -4.855 -6.582 -7.509 -7.866 -8.153 -7.995 -8.072 -8.229 -8.445 -12.943 -16.375 -8.109 -7.974 -8.277 -8.397
0.0152 0.01508 9.00000 2.3099143505 2.5797114372    1.488  3.919  3.5062 -0.332    8  0.652  1.010   320.16   171.81   105.97    84.21    69.02  0 -2.56e-06      0.00 6.679e-01 3.137e-01 4.664e-03 2.385e-03 6.157e-03  6.762 1.841e-02 -5.029 -6.753 -7.738 -8.120 -8.398 -8.261 -8.352 -8.467 -8.754 -13.255 -16.687 -8.327 -8.240 -8.515 -8.699
0.0152 0.01508 9.00000 2.3099172115 2.5797116756    1.483  3.964  3.4949 -0.423    8  0.652  1.008   365.29   202.43   123.93    98.74    80.96  0 -4.21e-06      0.00 6.679e-01 3.137e-01 4.656e-03 2.386e-03 6.157e-03  6.684 1.841e-02 -5.141 -6.865 -7.888 -8.289 -8.544 -8.432 -8.538 -8.607 -8.961 -13.467 -16.899 -8.448 -8.413 -8.662 -8.897
0.0152 0.01508 9.00000 2.3099205494 2.5797116756    1.478  3.986  3.4876 -0.476    8  0.653  1.006   393.80   222.32   135.52   108.13    88.68  0 -5.44e-06      0.00 6.679e-01 3.137e-01 4.647e-03 2.386e-03 6.157e-03  6.571 1.840e-02 -5.194 -6.920 -7.965 -8.379 -8.612 -8.519 -8.637 -8.671 -9.075 -13.586 -17.018 -8.497 -8.503 -8.737 -9.003
0.0152 0.01508 9.00000 2.3099243641 2.5797116756    1.472  3.994  3.4822 -0.507    8  0.653  1.004   411.66   235.01   142.89   114.12    93.60  0 -6.09e-06      0.00 6.680e-01 3.137e-01 4.637e-03 2.386e-03 6.157e-03  6.388 1.839e-02 -5.214 -6.939 -7.999 -8.423 -8.630 -8.554 -8.682 -8.684 -9.131 -13.648 -17.081 -8.501 -8.540 -8.764 -9.052
0.0152 0.01508 9.00000 2.3099288940 2.5797119141    1.465  3.996  3.4768 -0.533    8  0.653  1.002   427.09   246.14   149.33   119.37    97.91  0 -6.51e-06      0.00 6.680e-01 3.136e-01 4.625e-03 2.386e-03 6.157e-03  5.996 1.837e-02 -5.221 -6.944 -8.018 -8.452 -8.630 -8.571 -8.706 -8.681 -9.171 -13.694 -17.127 -8.488 -8.558 -8.774 -9.085
0.0152 0.01508 9.00000 2.3099288940 2.5797119141    1.465  4.073  3.4612 -0.672    8  0.653  1.060   469.97    -1.00    -1.00    -1.00    -1.00  0 -1.48e-05      0.00 6.671e-01 3.142e-01 4.893e-03 2.383e-03 6.156e-03  7.538 1.866e-02 -5.412 -7.143 -8.213 -8.685 -8.828 -8.814 -8.924 -8.891 -9.504 -14.045 -17.478 -8.658 -8.802 -9.028 -9.407
0.0152 0.01508 9.00000 2.3099293709 2.5797119141    1.464  3.962  3.4832 -0.473    8  0.653  1.060   391.08   220.74   134.57   107.40    88.07  0  -4.5e-06      0.00 6.671e-01 3.142e-01 4.892e-03 2.383e-03 6.156e-03  7.537 1.866e-02 -5.134 -6.858 -7.894 -8.324 -8.571 -8.489 -8.579 -8.635 -9.070 -13.584 -17.017 -8.447 -8.468 -8.707 -8.996
0.0152 0.01508 9.00000 2.3099298477 2.5797119141    1.463  3.803  3.5145 -0.190    8  0.654  1.059   258.51   132.30    82.54    65.38    53.54  0 -8.29e-07      0.00 6.671e-01 3.142e-01 4.890e-03 2.383e-03 6.156e-03  7.534 1.866e-02 -4.738 -6.455 -7.400 -7.774 -8.080 -7.933 -7.999 -8.164 -8.408 -12.907 -16.340 -8.025 -7.907 -8.208 -8.357
0.0152 0.01508 9.00000 2.3099308014 2.5797119141    1.462  3.736  3.5266 -0.075    8  0.654  1.059   206.80   107.38    67.62    53.40    43.71  1 -4.07e-07      0.00 6.671e-01 3.142e-01 4.887e-03 2.383e-03 6.156e-03  7.529 1.865e-02 -4.569 -6.289 -7.190 -7.545 -7.845 -7.689 -7.754 -7.931 -8.131 -12.630 -16.063 -7.806 -7.665 -7.979 -8.083
0.0152 0.01508 9.00000 2.3099322319 2.5797119141    1.460  3.782  3.5149 -0.168    8  0.654  1.058   250.03   127.11    79.43    62.89    51.50  1 -6.79e-07      0.00 6.671e-01 3.142e-01 4.883e-03 2.383e-03 6.156e-03  7.522 1.865e-02 -4.685 -6.401 -7.346 -7.719 -8.024 -7.876 -7.942 -8.108 -8.350 -12.849 -16.282 -7.970 -7.851 -8.152 -8.299
0.0152 0.01508 9.00000 2.3099341393 2.5797121525    1.457  3.859  3.4963 -0.320    8  0.654  1.057   312.18   167.22   103.22    82.05    67.24  0 -1.58e-06      0.00 6.672e-01 3.142e-01 4.878e-03 2.383e-03 6.156e-03  7.514 1.864e-02 -4.877 -6.593 -7.598 -8.003 -8.286 -8.169 -8.244 -8.356 -8.699 -13.205 -16.638 -8.194 -8.144 -8.405 -8.637
0.0152 0.01508 9.00000 2.3099362850 2.5797121525    1.453  3.927  3.4784 -0.461    8  0.654  1.055   383.28   215.58   131.54   104.98    86.07  0 -3.36e-06      0.00 6.672e-01 3.142e-01 4.871e-03 2.383e-03 6.156e-03  7.503 1.864e-02 -5.047 -6.768 -7.819 -8.255 -8.477 -8.409 -8.501 -8.532 -9.008 -13.528 -16.961 -8.341 -8.389 -8.615 -8.927
0.0152 0.01508 9.00000 2.3099389076 2.5797121525    1.449  3.971  3.4645 -0.562    8  0.655  1.053   443.94   258.59   156.49   125.24   102.73  0 -5.57e-06      0.00 6.672e-01 3.142e-01 4.864e-03 2.383e-03 6.156e-03  7.489 1.863e-02 -5.157 -6.880 -7.953 -8.414 -8.564 -8.540 -8.642 -8.616 -9.207 -13.744 -17.176 -8.400 -8.525 -8.741 -9.111
0.0152 0.01508 9.00000 2.3099422455 2.5797123909    1.443  3.992  3.4540 -0.627    8  0.655  1.051   466.49    -1.00    -1.00    -1.00    -1.00  0 -7.26e-06      0.00 6.672e-01 3.141e-01 4.854e-03 2.383e-03 6.156e-03  7.472 1.862e-02 -5.210 -6.940 -8.022 -8.503 -8.602 -8.610 -8.723 -8.673 -9.332 -13.879 -17.312 -8.425 -8.601 -8.827 -9.228
0.0152 0.01508 9.00000 2.3099458218 2.5797123909    1.437  4.000  3.4448 -0.673    8  0.655  1.049   465.52    -1.00    -1.00    -1.00    -1.00  0 -8.27e-06      0.00 6.673e-01 3.141e-01 4.844e-03 2.383e-03 6.156e-03  7.452 1.861e-02 -5.229 -6.960 -8.042 -8.535 -8.584 -8.624 -8.742 -8.684 -9.396 -13.954 -17.387 -8.401 -8.619 -8.859 -9.284
0.0152 0.01508 9.00000 2.3099501133 2.5797126293    1.431  4.002  3.4350 -0.717    8  0.656  1.047   464.42    -1.00    -1.00    -1.00    -1.00  0 -9.01e-06      0.00 6.673e-01 3.141e-01 4.832e-03 2.384e-03 6.156e-03  7.429 1.859e-02 -5.236 -6.974 -8.050 -8.560 -8.568 -8.640 -8.769 -8.714 -9.463 -14.029 -17.462 -8.382 -8.640 -8.904 -9.348
0.0152 0.01508 9.00000 2.3099501133 2.5797126293    1.431  4.081  3.4189 -0.860    8  0.656  1.104   464.41    -1.00    -1.00    -1.00    -1.00  0  -2.1e-05      0.90 6.664e-01 3.147e-01 5.098e-03 2.381e-03 6.154e-03  7.780 1.888e-02 -5.433 -6.459 -7.797 -8.688 -9.686 -10.032 -10.543 -11.119 -11.759 -16.832 -20.468 -9.426 -10.008 -12.031 -11.682
0.0152 0.01508 9.00000 2.3099505901 2.5797126293    1.430  3.970  3.4413 -0.660    8  0.656  1.104   464.31    -1.00    -1.00    -1.00    -1.00  0 -6.42e-06      0.06 6.664e-01 3.147e-01 5.097e-03 2.381e-03 6.154e-03  7.779 1.888e-02 -5.156 -6.841 -7.941 -8.466 -8.611 -8.708 -8.906 -9.041 -9.735 -14.515 -18.035 -8.418 -8.697 -9.467 -9.629
0.0152 0.01508 9.00000 2.3099510670 2.5797126293    1.429  3.813  3.4730 -0.376    8  0.656  1.104   336.40   184.04   113.06    90.07    73.81  0 -1.19e-06      0.00 6.664e-01 3.147e-01 5.095e-03 2.381e-03 6.154e-03  7.777 1.888e-02 -4.762 -6.473 -7.544 -7.984 -8.165 -8.114 -8.207 -8.207 -8.735 -13.264 -16.697 -8.017 -8.096 -8.306 -8.645
0.0152 0.01508 9.00000 2.3099520206 2.5797126293    1.427  3.745  3.4864 -0.255    8  0.656  1.103   281.75   147.96    91.79    72.89    59.70  1 -5.79e-07      0.00 6.665e-01 3.147e-01 5.092e-03 2.381e-03 6.155e-03  7.775 1.887e-02 -4.593 -6.304 -7.347 -7.763 -8.009 -7.917 -8.000 -8.063 -8.477 -12.992 -16.424 -7.893 -7.894 -8.127 -8.403
0.0152 0.01508 9.00000 2.3099534512 2.5797126293    1.425  3.791  3.4761 -0.343    8  0.656  1.102   320.24   173.30   106.75    84.98    69.63  0 -9.58e-07      0.00 6.665e-01 3.147e-01 5.088e-03 2.381e-03 6.155e-03  7.771 1.887e-02 -4.708 -6.420 -7.485 -7.919 -8.118 -8.057 -8.148 -8.163 -8.661 -13.187 -16.620 -7.977 -8.037 -8.252 -8.576
