 #  ,typed ident ,            identifier             ,         typ          ,                                                                  all types                                                                  ,     coord1 (ICRS|J2000/2000)      ,       pm       ,   plx   ,   radvel   ,  Mag B  ,  Mag V  ,  Mag I  ,  spec. type   ,        morph. type        ,      ang. size      ,#parents,#children,#siblings,#bib
660 ,PK 358+02.4 ,PN Al 2-F                          ,PlanetaryNeb          ,PlanetaryNeb|Star                                                                                                                            ,262.62683 -28.59858                ,                ,         ,            ,         ,17.50    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  24
661 ,PK 002+05.2 ,PN K 5-3                           ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared                                                                                                                   ,262.671658 -23.750111              ,                ,         ,144.9       ,         ,         ,         ,[WC4]          ,                           ,                     ,0       ,0        ,0        ,  24
662 ,PK 358+03.6 ,PN H 1-20                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,262.6825385291899 -28.0685670004800,                ,         ,189.5       ,17.1     ,16.0     ,         ,               ,                           ,0.067 0.067          ,0       ,0        ,0        ,  80
663 ,PK 359+03.2 ,PN Th 3-25                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared|Radio                                                                                                      ,262.69504 -27.09944                ,                ,         ,-117        ,         ,16.90    ,         ,               ,                           ,0.030 0.030          ,0       ,0        ,0        ,  39
664 ,PK 357+02.7 ,PN Th 3-24                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy                                                                                                                     ,262.713975 -30.286803              ,                ,         ,-197.0      ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  27
665 ,PK 356+01.2 ,PN Th 3-55                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,262.745158 -31.018258              ,                ,         ,-46.2       ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  35
666 ,PK 357+02.6 ,PN H 2-13                          ,PlanetaryNeb          ,EclBin|PlanetaryNeb|EclBin|Star|Galaxy|PlanetaryNeb_Candidate                                                                                ,262.78379 -30.17453                ,                ,         ,-133.7      ,         ,16.60    ,18.501   ,               ,                           ,                     ,0       ,0        ,0        ,  42
667 ,PK 358+03.8 ,PN Th 3-26                         ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|Star|Galaxy|Infrared|PlanetaryNeb_Candidate                                                                        ,262.78875 -28.24733                ,                ,         ,197.4       ,14.5     ,14.5     ,         ,               ,                           ,0.110 0.110          ,0       ,0        ,0        ,  54
668 ,PK 016+13.1 ,PN A66 42                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy                                                                                                                     ,262.8711145062800 -08.3194210087000,  -1.758 -6.351 ,0.289    ,10          ,20.2     ,20.2     ,         ,               ,                           ,                     ,0       ,0        ,0        ,  30
669 ,PK 358+02.5 ,PN HDW 8                           ,PlanetaryNeb          ,PlanetaryNeb|Infrared|Radio                                                                                                                  ,262.947788 -28.700936              ,                ,         ,            ,         ,         ,         ,               ,                           , 0.55  0.55          ,0       ,0        ,0        ,  25
670 ,PK 004+06.3 ,NAME G 4.4+6.4                     ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|PlanetaryNeb|Star|Infrared|PlanetaryNeb_Candidate                                                                  ,262.9695104694400 -21.8251996146500,  -0.545 -0.338 ,0.1078   ,            ,         ,         ,         ,               ,                           , 3.67  3.50          ,0       ,0        ,0        ,  10
671 ,PK 349-03.1 ,PN H 2-14                          ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|Star|Unknown|Galaxy|Infrared|PlanetaryNeb_Candidate                                                                ,263.083721 -39.857111              ,                ,         ,-12         ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  29
672 ,PK 350-02.1 ,PN H 1-22                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,263.0922901160200 -37.9565873656200,  -0.400 -6.200 ,0.6778   ,-213.0      ,         ,16.70    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  31
673 ,PK 359+02.5 ,PN Al 2-G                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared|Symbiotic*_Candidate                                                                                              ,263.0940698272600 -28.2413449782800,  -5.060 -5.910 ,         ,-262.0      ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  20
674 ,PK 357+01.1 ,PN H 1-23                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,263.19550 -30.00414                ,                ,         ,-72.5       ,         ,16.00    ,         ,               ,                           ,0.047 0.047          ,0       ,0        ,0        ,  75
675 ,PK 348-04.1 ,PN H 1-21                          ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|Star|Galaxy|Infrared                                                                                               ,263.1992143293399 -40.9746258697000,  -1.947 -6.378 ,0.6927   ,-208        ,         ,15.20    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  28
676 ,PK 351-01.1 ,WRAY 16-286                        ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,263.25279 -36.73106                ,                ,         ,-152.3      ,         ,15.40    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  42
677 ,PK 357+01.2 ,PN Al 2-H                          ,PlanetaryNeb          ,PlanetaryNeb|Star                                                                                                                            ,263.320442 -30.441872              ,                ,         ,-30.0       ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  21
678 ,PK 004+06.2 ,PN H 1-24                          ,PlanetaryNeb          ,PlanetaryNeb|EmLine*|Star|Galaxy|Infrared                                                                                                    ,263.4065925033299 -21.7735457816200,  -4.272 -8.389 ,0.0483   ,151         ,         ,         ,         ,               ,                           ,0.143 0.143          ,0       ,0        ,0        ,  69
679 ,PK 357+01.4 ,PN K 6-2                           ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared|Radio                                                                                                             ,263.461963 -30.710208              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  11
680 ,PK 359+02.6 ,PN Al 2-I                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared                                                                                                                   ,263.557579 -27.933597              ,                ,         ,97.5        ,16.6     ,16.3     ,         ,               ,                           ,                     ,0       ,0        ,0        ,  21
681 ,PK 003+05.1 ,PN H 2-15                          ,PlanetaryNeb          ,PlanetaryNeb|EmLine*|Star|Galaxy|Infrared|PlanetaryNeb_Candidate                                                                             ,263.611738 -22.888808              ,                ,         ,-88         ,         ,         ,         ,               ,                           ,0.057 0.057          ,0       ,0        ,0        ,  61
682 ,PK 336-11.1 ,PN MeWe 1-10                       ,PlanetaryNeb          ,PlanetaryNeb|blue|Star                                                                                                                       ,263.6175099614000 -54.4826506014800,  0.795 -10.223 ,0.6646   ,-14         ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  13
683 ,PK 000+03.1 ,PN M 4-5                           ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared|PlanetaryNeb_Candidate                                                                                     ,263.72800 -26.59925                ,                ,         ,-175.1      ,         ,17.50    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  66
684 ,PK 358+01.5 ,PN G358.4+01.7                     ,PlanetaryNeb          ,PlanetaryNeb|Star                                                                                                                            ,263.75400 -29.37103                ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   9
685 ,PK 007+07.1 ,PN M 1-22                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,263.792662 -18.572336              ,                ,         ,-2          ,         ,         ,         ,               ,                           ,0.100 0.100          ,0       ,0        ,0        ,  43
686 ,PK 358+01.1 ,PN M 4-6                           ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,263.80829 -29.05294                ,                ,         ,-272.9      ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  60
687 ,PK 005+06.1 ,PN M 3-11                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,263.8392987290700 -20.9565085865700,  -3.884 -2.473 ,0.0136   ,-2.1        ,         ,         ,15.44    ,               ,                           ,0.120 0.120          ,0       ,0        ,0        ,  47
688 ,PK 001+03.1 ,PN G001.5+03.6                     ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared                                                                                                                   ,263.841975 -25.712911              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  17
689 ,PK 358+01.3 ,PN H 1-25                          ,Symbiotic*            ,Symbiotic*|EmLine*|PlanetaryNeb|Star|Galaxy|Infrared                                                                                         ,263.8426641803900 -29.7555300788800,   -6.029 0.871 ,0.0426   ,            ,         ,15.70    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  43
690 ,PK 358+01.6 ,PN G358.4+01.6                     ,PlanetaryNeb          ,PlanetaryNeb|Star                                                                                                                            ,263.844771 -29.371500              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  11
691 ,PK 353-01.1 ,PN G353.8-01.2                     ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared                                                                                                                   ,263.86400 -34.79486                ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  13
692 ,PK 003+04.1 ,PN K 5-6                           ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|Star|Infrared|PlanetaryNeb_Candidate                                                                               ,263.879992 -23.196561              ,                ,         ,-85.5       ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  19
693 ,PK 000+02.1 ,PN Al 2-J                          ,PlanetaryNeb          ,PlanetaryNeb|Star                                                                                                                            ,263.897929 -27.401803              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  19
694 ,PK 358+01.7 ,PN G358.6+01.7                     ,PlanetaryNeb          ,PlanetaryNeb                                                                                                                                 ,263.90612 -29.22158                ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   8
695 ,PK 349-04.1 ,PN Lo 16                           ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|Star|Galaxy|Infrared                                                                                               ,263.9245021939400 -40.1906892890900,  -0.015 -1.555 ,0.5494   ,13          ,         ,16.14    ,         ,O(H)3-4Vz((fc)),                           ,                     ,0       ,0        ,0        ,  31
696 ,PK 343-07.1 ,PN PC 17                           ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,263.9238922238000 -46.9970203563000,  -1.388 -3.798 ,0.1843   ,-142        ,12.9     ,13.30    ,         ,wels           ,                           ,0.083 0.083          ,0       ,0        ,0        ,  43
697 ,PK 357+01.3 ,PN TrBr 4                          ,PlanetaryNeb          ,PlanetaryNeb|Infrared|ISM                                                                                                                    ,263.931054 -30.357339              ,                ,         ,-122.0      ,         ,         ,         ,               ,                           , 0.30  0.30          ,0       ,0        ,0        ,  20
698 ,PK 359+02.3 ,PN Th 3-33                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,263.950512 -27.722328              ,                ,         ,72.0        ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  30
699 ,PK 358+01.8 ,PN G358.8+01.7                     ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared                                                                                                                   ,263.96937 -28.97381                ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  10
700 ,PK 002+04.1 ,PN Th 3-27                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,263.993612 -24.424764              ,                ,         ,-174        ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  40
701 ,PK 341-09.1 ,WRAY 16-290                        ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,264.0289234622899 -49.4292339932800,  -0.357 -7.490 ,0.0275   ,-25         ,13.5     ,14.50    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  36
702 ,PK 359+02.7 ,PN Al 2-K                          ,PlanetaryNeb          ,PlanetaryNeb|Star                                                                                                                            ,264.059075 -28.012869              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  15
703 ,PK 005+05.1 ,PN M 3-12                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,264.094308 -21.520061              ,                ,         ,17          ,         ,         ,         ,               ,                           ,0.090 0.090          ,0       ,0        ,0        ,  53
704 ,PK 350-03.1 ,PN H 1-26                          ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|Star|Galaxy|Infrared                                                                                               ,264.1245765387400 -39.3657507898600,   0.286 -6.773 ,0.0097   ,-34         ,         ,14.40    ,         ,[WC4/5]        ,                           ,                     ,0       ,0        ,0        ,  42
705 ,PK 358+01.4 ,PN Bl B                            ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,264.249317 -29.669147              ,                ,         ,-108.2      ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  30
706 ,PK 003+04.2 ,PN G003.1+04.1                     ,PlanetaryNeb          ,PlanetaryNeb|Star                                                                                                                            ,264.334029 -24.057733              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  14
707 ,PK 007+06.1 ,PN M 1-23                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,264.34171 -18.77828                ,                ,         ,-66         ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  29
708 ,PK 000+02.3 ,PN K 6-4                           ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared                                                                                                                   ,264.428871 -27.819319              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  11
709 ,PK 356-00.1 ,PN Th 3-34                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared|Radio                                                                                                      ,264.4370412433500 -32.2583008732900,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  20
710 ,PK 007+06.2 ,PN M 1-24                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,264.548283 -19.627122              ,                ,         ,-26         ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  36
711 ,PK 036+21.1 ,PN Y-C 44                          ,PlanetaryNeb_Candidate,PlanetaryNeb|Star|Infrared|PlanetaryNeb_Candidate                                                                                            ,264.6081945878700 +12.6832771804500,   -7.961 6.786 ,0.6076   ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   5
712 ,PK 359+01.5 ,PN G359.2+01.3                     ,PlanetaryNeb          ,PlanetaryNeb|Star                                                                                                                            ,264.61558 -28.86703                ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   8
713 ,PK 004+04.1 ,PN M 1-25                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,264.6263168754900 -22.1441484080700,  -6.493 -6.339 ,         ,24          ,17.9     ,         ,         ,[WC6]          ,                           ,0.06666667 0.06476650,0       ,0        ,0        , 142
714 ,PK 359+01.1 ,PN Th 3-35                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared|YSO_Candidate                                                                                              ,264.675792 -28.712747              ,                ,         ,54.5        ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  31
715 ,PK 359+01.6 ,PN G359.0+01.1                     ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared                                                                                                                   ,264.69129 -29.15044                ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   8
716 ,PK 354-01.1 ,PN G354.6-01.7                     ,PlanetaryNeb          ,PlanetaryNeb                                                                                                                                 ,264.726317 -34.460917              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  10
717 ,PK 008+06.1 ,PN SaSt 2-15                       ,PlanetaryNeb          ,PlanetaryNeb|EmLine*|Star|Galaxy|Infrared                                                                                                    ,264.7390473849799 -18.2932744490900,  -2.514 -1.721 ,0.0502   ,23          ,13.93    ,13.66    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  72
718 ,PK 359+01.3 ,ESO 455-139                        ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared|Radio                                                                                                      ,264.7621549423200 -28.9432317481700,   -8.892 0.554 ,0.3809   ,55.3        ,         ,17.2     ,         ,               ,                           ,                     ,0       ,0        ,0        ,  67
719 ,PK 353-02.2 ,PN K 5-8                           ,Symbiotic*            ,PlanetaryNeb|Symbiotic*|Star|Infrared                                                                                                        ,264.8214585426099 -35.7831413231000,  -4.794 -7.055 ,         ,-52.3       ,         ,         ,         ,M1.5           ,                           ,                     ,0       ,0        ,0        ,  17
720 ,PK 359+01.4 ,WR 99                              ,WolfRayet*            ,PlanetaryNeb|WolfRayet*|Star|Infrared                                                                                                        ,264.8261289164699 -28.2523437971900,  -3.915 -2.823 ,0.0705   ,-161.0      ,16.0     ,         ,         ,WN             ,                           ,                     ,0       ,0        ,0        ,  19
721 ,PK 346-06.1 ,PN Fg 2                            ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|Star|Galaxy|Infrared                                                                                               ,264.83275 -44.16042                ,                ,         ,17          ,12.5     ,12.50    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  38
722 ,PK 358+00.1 ,PN G358.6+00.7                     ,PlanetaryNeb          ,PlanetaryNeb                                                                                                                                 ,264.84458 -29.69614                ,                ,         ,            ,         ,         ,         ,               ,                           ,0.533 0.533          ,0       ,0        ,0        ,  15
723 ,PK 000+01.1 ,PN G000.5+01.9                     ,PlanetaryNeb          ,PlanetaryNeb|Star                                                                                                                            ,264.880079 -27.462992              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  18
724 ,PK 000+01.2 ,PN G000.2+01.7                     ,PlanetaryNeb          ,PlanetaryNeb|Star                                                                                                                            ,264.913554 -27.789878              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  15
725 ,PK 005+05.2 ,PN H 2-16                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared|PlanetaryNeb_Candidate                                                                                     ,264.981729 -21.237031              ,                ,         ,-62         ,         ,         ,         ,               ,                           ,0.280 0.280          ,0       ,0        ,0        ,  44
726 ,PK 355-01.2 ,PN G355.4-01.4                     ,PlanetaryNeb          ,PlanetaryNeb|Infrared                                                                                                                        ,265.001446 -33.592303              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   9
727 ,PK 347-06.1 ,PN SB 31                           ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|Star|Infrared                                                                                                      ,265.01375 -42.40169                ,                ,         ,-70         ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  13
728 ,PK 003+03.1 ,PN H 2-17                          ,PlanetaryNeb          ,PlanetaryNeb|EmLine*|Star|Galaxy|Infrared|PlanetaryNeb_Candidate                                                                             ,265.0309410246600 -24.4284977931800,  -3.723 -6.127 ,0.083    ,80          ,         ,16.00    ,         ,               ,                           ,0.05656750 0.05605417,0       ,0        ,0        ,  77
729 ,PK 001+02.1 ,WRAY 17-94                         ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared|PlanetaryNeb_Candidate                                                                                     ,265.05350 -26.73942                ,                ,         ,-172.4      ,         ,16.00    ,         ,               ,                           ,0.053 0.053          ,0       ,0        ,0        ,  55
730 ,PK 005+04.1 ,PN H 1-27                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,265.0747701623100 -22.3217256053700,                ,         ,30          ,         ,         ,         ,               ,                           ,0.087 0.087          ,0       ,0        ,0        ,  66
731 ,PK 001+01.1 ,PN K 1-4                           ,PlanetaryNeb          ,PlanetaryNeb|Galaxy|PlanetaryNeb_Candidate                                                                                                   ,265.11467 -27.01725                ,                ,         ,10887       ,         ,15.00    ,         ,               ,                           ,0.767 0.767          ,0       ,0        ,0        ,  47
732 ,PK 355-01.1 ,PN RPZM 30                         ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|Infrared|PlanetaryNeb_Candidate|Radio                                                                              ,265.1271 -33.4992                  ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  12
733 ,PK 353-02.1 ,PN G353.6-02.6                     ,PlanetaryNeb_Candidate,PlanetaryNeb|Infrared|PlanetaryNeb_Candidate|Radio                                                                                           ,265.190033 -35.732617              ,                ,         ,            ,         ,         ,         ,               ,                           , 0.15  0.15          ,0       ,0        ,0        ,   9
734 ,PK 344-08.1 ,V* AE Ara                          ,Symbiotic*            ,Symbiotic*|SB*|PlanetaryNeb|EmLine*|Variable*|Star|Galaxy|Infrared|UV                                                                        ,265.2704928256199 -47.0575525790000,  -1.694 -3.487 ,0.1004   ,            ,12.16    ,11.63    ,         ,M2-5.5+Be      ,                           ,                     ,0       ,0        ,0        ,  67
735 ,PK 001+02.2 ,PN G001.9+02.3                     ,PlanetaryNeb          ,PlanetaryNeb|Infrared                                                                                                                        ,265.35217 -26.06483                ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  10
736 ,PK 005+04.2 ,PN M 3-13                          ,PlanetaryNeb          ,PlanetaryNeb|EmLine*|Star|Galaxy|Infrared                                                                                                    ,265.40258 -22.21750                ,                ,         ,132         ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  41
737 ,PK 027+16.1 ,PN DeHt 2                          ,PlanetaryNeb          ,blue|PlanetaryNeb|Star|Infrared                                                                                                              ,265.4204169236700 +03.1159838982700,  -4.896 -8.948 ,0.5725   ,            ,         ,14.95    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  32
738 ,PK 003+02.1 ,PN Hb 4                            ,PlanetaryNeb          ,PlanetaryNeb|cmRad|Star|Galaxy|Infrared                                                                                                      ,265.4700008605499 -24.7023140731100,  -1.082 -4.547 ,0.1652   ,-61.0       ,18.4     ,17       ,         ,[WC4]          ,                           ,0.14320117 0.13745283,0       ,0        ,0        , 212
739 ,PK 003+03.2 ,PN M 2-14                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,265.4886159566300 -24.1878341874200,  -7.827 -3.195 ,         ,-48.2       ,         ,14.70    ,14.50    ,               ,                           ,                     ,0       ,0        ,0        ,  62
740 ,PK 010+07.1 ,PN Sa 2-230                        ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared                                                                                                                   ,265.508362 -15.935406              ,                ,         ,116         ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  27
741 ,PK 017+11.1 ,SS 318                             ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|PlanetaryNeb|EmLine*|Galaxy|Infrared                                                                               ,265.55996 -08.72208                ,                ,         ,            ,         ,13.2     ,         ,               ,                           ,                     ,0       ,0        ,0        ,  28
742 ,PK 000+01.3 ,PN G000.4+01.1                     ,PlanetaryNeb          ,PlanetaryNeb|Star                                                                                                                            ,265.604617 -27.926653              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  12
743 ,PK 002+02.1 ,PN G002.3+02.2                     ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared                                                                                                                   ,265.62542 -25.75797                ,                ,         ,            ,         ,         ,16.68    ,               ,                           , 0.15  0.15          ,0       ,0        ,0        ,  20
744 ,PK 000+01.4 ,PN G000.8+01.3                     ,PlanetaryNeb          ,PlanetaryNeb                                                                                                                                 ,265.636142 -27.552450              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   9
745 ,PK 045+24.1 ,PN K 1-14                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,265.6531829582900 +21.4506775599800,    7.963 9.366 ,2.7686   ,-19.06      ,         ,         ,         ,               ,                           ,0.783 0.783          ,0       ,0        ,0        ,  61
746 ,PK 001+01.3 ,PN G001.0+01.3                     ,PlanetaryNeb          ,PlanetaryNeb                                                                                                                                 ,265.70817 -27.35547                ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   9
747 ,PK 353-03.1 ,PN G353.5-03.3                     ,PlanetaryNeb_Candidate,PlanetaryNeb|Infrared|PlanetaryNeb_Candidate                                                                                                 ,265.71104 -36.22644                ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  10
748 ,PK 350-05.1 ,PN H 1-28                          ,PlanetaryNeb          ,PlanetaryNeb|EmLine*|PlanetaryNeb|Star|Galaxy|Infrared                                                                                       ,265.72546 -39.60689                ,                ,         ,-35         ,         ,15.90    ,         ,               ,                           ,                     ,0       ,0        ,0        ,  26
749 ,PK 036+20.1 ,PN Y-C 45                          ,PlanetaryNeb_Candidate,Variable*|PlanetaryNeb|PlanetaryNeb_Candidate                                                                                                ,265.77258 +12.34251                ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   6
750 ,PK 001+01.2 ,PN K 6-10                          ,PlanetaryNeb          ,PlanetaryNeb|Star                                                                                                                            ,265.820625 -26.738206              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  14
751 ,PK 000+01.5 ,PN G000.9+01.1                     ,PlanetaryNeb          ,PlanetaryNeb|Star                                                                                                                            ,265.847104 -27.567658              ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,   9
752 ,PK 006+04.1 ,PN H 2-18                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared|PlanetaryNeb_Candidate                                                                                     ,265.869796 -21.164247              ,                ,         ,-113        ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  74
753 ,PK 001+01.4 ,JaSt 46                            ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared|YSO_Candidate                                                                                                     ,265.87654700 -26.79240600          ,                ,         ,            ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  11
754 ,PK 002+02.2 ,Terz N 1580                        ,PlanetaryNeb          ,PlanetaryNeb|Star|Infrared                                                                                                                   ,265.914342 -25.611808              ,                ,         ,237.2       ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  25
755 ,PK 002+01.4 ,PN JaFu 1                          ,PlanetaryNeb          ,PlanetaryNeb|Star                                                                                                                            ,265.989083 -26.198328              ,      -6.3 -7.9 ,         ,176         ,         ,         ,         ,               ,                           ,                     ,1       ,0        ,0        ,  31
756 ,PK 355-02.2 ,PN H 1-29                          ,Type2Cep              ,Type2Cep|PlanetaryNeb|Type2Cep|Type2Cep|Variable*|Star|Galaxy|Infrared                                                                       ,266.0578039906671 -34.2924513491372,  -8.018 -8.869 ,         ,-16.9       ,         ,14.90    ,14.90    ,[WC4/6]        ,                           ,                     ,0       ,0        ,0        ,  68
757 ,PK 355-02.1 ,PN M 3-14                          ,PlanetaryNeb          ,PlanetaryNeb|Star|Galaxy|Infrared                                                                                                            ,266.08592 -34.11128                ,                ,         ,-82.3       ,         ,14.90    ,         ,               ,                           ,0.05905200 0.05743783,0       ,0        ,0        ,  83
758 ,PK 003+02.2 ,PN PBOZ 11                         ,PlanetaryNeb          ,PlanetaryNeb|PlanetaryNeb|Infrared|PlanetaryNeb_Candidate|Radio                                                                              ,266.135775 -24.224478              ,                ,         ,14.3        ,         ,         ,         ,               ,                           ,                     ,0       ,0        ,0        ,  18
